id,question,sparql_gold,assigned_error_type,sparql_wrong,error_types,raw_json
q168,How many programming languages are there?,SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> },semantic,SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Software> },['semantic'],"{
  ""id"": ""q168"",
  ""question"": ""How many programming languages are there?"",
  ""sparql_wrong"": ""SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri a <http://dbpedia.org/ontology/Software> }"",
  ""sparql_gold"": ""SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE {{ ?uri a <http://dbpedia.org/ontology/ProgrammingLanguage> }}"",
  ""error_types"": [""semantic""]
}"
q169,Which Chess players died in the same place they were born in?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/birthPlace> ?x ; <http://dbpedia.org/ontology/deathPlace> ?y FILTER ( ?x = ?y ) },semantic,SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/birthPlace> ?x ; <http://dbpedia.org/ontology/deathDate> ?y FILTER ( ?x = ?y ) }},['semantic'],"{
  ""id"": ""q169"",
  ""question"": ""Which Chess players died in the same place they were born in?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/birthPlace> ?x ; <http://dbpedia.org/ontology/deathDate> ?y FILTER ( ?x = ?y ) }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/ChessPlayer> ; <http://dbpedia.org/ontology/birthPlace> ?x ; <http://dbpedia.org/ontology/deathPlace> ?y FILTER ( ?x = ?y ) }}"",
  ""error_types"": [""semantic""]
}"
q170,Who is the owner of Facebook?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri },semantic,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/owner> ?uri },['semantic'],"{
  ""id"": ""q170"",
  ""question"": ""Who is the owner of Facebook?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/owner> ?uri }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q171,Give me all movies with Tom Cruise.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Tom_Cruise> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Tom_Cruise> },['semantic'],"{
  ""id"": ""q171"",
  ""question"": ""Give me all movies with Tom Cruise."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Tom_Cruise> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Tom_Cruise> }}"",
  ""error_types"": [""semantic""]
}"
q172,In which U.S. state is Fort Knox located?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { res:Fort_Knox dbo:location ?uri . ?uri dbo:country res:United_States },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { res:Fort_Knox dbo:location ?uri . ?uri dbo:country res:Canada },['semantic'],"{
  ""id"": ""q172"",
  ""question"": ""In which U.S. state is Fort Knox located?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE { res:Fort_Knox dbo:location ?uri . ?uri dbo:country res:Canada }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE {{ res:Fort_Knox dbo:location ?uri . ?uri dbo:country res:United_States }}"",
  ""error_types"": [""semantic""]
}"
q173,Give me all cities in New Jersey with more than 100000 inhabitants.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:City ; dbo:isPartOf res:New_Jersey ; dbo:populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) },syntax,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:City ; dbo:isPartOf res:New_Jersey ; dbo:populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) },['syntax'],"{
  ""id"": ""q173"",
  ""question"": ""Give me all cities in New Jersey with more than 100000 inhabitants."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:City ; dbo:isPartOf res:New_Jersey ; dbo:populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:City ; dbo:isPartOf res:New_Jersey ; dbo:populationTotal ?inhabitants FILTER ( ?inhabitants > 100000 ) }}"",
  ""error_types"": [""syntax""]
}"
q174,Which mountains are higher than the Nanga Parbat?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/Mountain> { ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation } UNION { ?uri <http://dbpedia.org/property/elevationM> ?otherelevation } FILTER ( ?otherelevation > ?elevation ) },semantic,SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/River> {{ ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation }} UNION {{ ?uri <http://dbpedia.org/property/elevationM> ?otherelevation }} FILTER ( ?otherelevation > ?elevation ) }},['semantic'],"{
  ""id"": ""q174"",
  ""question"": ""Which mountains are higher than the Nanga Parbat?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/River> {{ ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation }} UNION {{ ?uri <http://dbpedia.org/property/elevationM> ?otherelevation }} FILTER ( ?otherelevation > ?elevation ) }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Nanga_Parbat> <http://dbpedia.org/ontology/elevation> ?elevation . ?uri a <http://dbpedia.org/ontology/Mountain> {{ ?uri <http://dbpedia.org/ontology/elevation> ?otherelevation }} UNION {{ ?uri <http://dbpedia.org/property/elevationM> ?otherelevation }} FILTER ( ?otherelevation > ?elevation ) }}"",
  ""error_types"": [""semantic""]
}"
q175,Give me all B-sides of the Ramones.,SELECT DISTINCT ?string WHERE { ?x <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Ramones> ; <http://dbpedia.org/ontology/bSide> ?string },semantic,SELECT DISTINCT ?string WHERE { ?x <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Ramones> ; <http://dbpedia.org/ontology/aSide> ?string },['semantic'],"{
  ""id"": ""q175"",
  ""question"": ""Give me all B-sides of the Ramones."",
  ""sparql_wrong"": ""SELECT DISTINCT ?string WHERE { ?x <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Ramones> ; <http://dbpedia.org/ontology/aSide> ?string }"",
  ""sparql_gold"": ""SELECT DISTINCT ?string WHERE {{ ?x <http://dbpedia.org/ontology/musicalArtist> <http://dbpedia.org/resource/Ramones> ; <http://dbpedia.org/ontology/bSide> ?string }}"",
  ""error_types"": [""semantic""]
}"
q176,What are the specialities of the UNC Health Care?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri },semantic,SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/specialties> ?uri }},['semantic'],"{
  ""id"": ""q176"",
  ""question"": ""What are the specialities of the UNC Health Care?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/specialties> ?uri }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q177,When was Olof Palme shot?,SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Olof_Palme> <http://dbpedia.org/ontology/deathDate> ?date },syntax,SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Olof_Palme> <http://dbpedia.org/ontology/deathDate> ?date },['syntax'],"{
  ""id"": ""q177"",
  ""question"": ""When was Olof Palme shot?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Olof_Palme> <http://dbpedia.org/ontology/deathDate> ?date }"",
  ""sparql_gold"": ""SELECT DISTINCT ?date WHERE {{ <http://dbpedia.org/resource/Olof_Palme> <http://dbpedia.org/ontology/deathDate> ?date }}"",
  ""error_types"": [""syntax""]
}"
q178,List the seven kings of Rome.,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/King_of_Rome> },semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/King_of_France> },['semantic'],"{
  ""id"": ""q178"",
  ""question"": ""List the seven kings of Rome."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/King_of_France> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/King_of_Rome> }}"",
  ""error_types"": [""semantic""]
}"
q179,Give me all people that were born in Vienna and died in Berlin.,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Vienna> ; <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Berlin> },semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Vienna> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Berlin> },['semantic'],"{
  ""id"": ""q179"",
  ""question"": ""Give me all people that were born in Vienna and died in Berlin."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Vienna> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Berlin> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Vienna> ; <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Berlin> }}"",
  ""error_types"": [""semantic""]
}"
q180,Is Darth Vader Luke’s father?,ASK WHERE { <http://dbpedia.org/resource/Darth_Vader> <http://dbpedia.org/ontology/child> <http://dbpedia.org/resource/Luke_Skywalker> },structural,ASK WHERE {{ <http://dbpedia.org/resource/Luke_Skywalker> <http://dbpedia.org/ontology/child> <http://dbpedia.org/resource/Darth_Vader> }},['structural'],"{
  ""id"": ""q180"",
  ""question"": ""Is Darth Vader Luke’s father?"",
  ""sparql_wrong"": ""ASK WHERE {{ <http://dbpedia.org/resource/Luke_Skywalker> <http://dbpedia.org/ontology/child> <http://dbpedia.org/resource/Darth_Vader> }}"",
  ""sparql_gold"": ""ASK WHERE {{ <http://dbpedia.org/resource/Darth_Vader> <http://dbpedia.org/ontology/child> <http://dbpedia.org/resource/Luke_Skywalker> }}"",
  ""error_types"": [""structural""]
}"
q181,Show me all the breweries in Australia.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Brewery> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } },semantic,SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Restaurant> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } } },['semantic'],"{
  ""id"": ""q181"",
  ""question"": ""Show me all the breweries in Australia."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Restaurant> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } } }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Brewery> {{ ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Australia> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> }} }}"",
  ""error_types"": [""semantic""]
}"
q182,Give me all films produced by Steven Spielberg with a budget of at least $80 million.,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Steven_Spielberg> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) },structural,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Steven_Spielberg> <http://dbpedia.org/ontology/director> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) },['structural'],"{
  ""id"": ""q182"",
  ""question"": ""Give me all films produced by Steven Spielberg with a budget of at least $80 million."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Steven_Spielberg> <http://dbpedia.org/ontology/director> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Steven_Spielberg> . ?uri <http://dbpedia.org/ontology/budget> ?b . FILTER( xsd:double(?b) >= 8.0E7 ) }}"",
  ""error_types"": [""structural""]
}"
q183,Give me all soccer clubs in Spain.,"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> { ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> } UNION { ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, ""Spain"") } }",syntax,"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> {{ ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> }} UNION {{ ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, ""Spain"") }} }}",['syntax'],"{
  ""id"": ""q183"",
  ""question"": ""Give me all soccer clubs in Spain."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/SoccerClub> {{ ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> }} UNION {{ ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, \""Spain\"") }} }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/SoccerClub> {{ ?uri <http://dbpedia.org/ontology/ground> <http://dbpedia.org/resource/Spain> }} UNION {{ ?uri <http://dbpedia.org/property/ground> ?ground FILTER regex(?ground, \""Spain\"") }} }}"",
  ""error_types"": [""syntax""]
}"
q184,Who produced films starring Natalie Portman?,SELECT DISTINCT ?uri WHERE { ?film a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Natalie_Portman> ; <http://dbpedia.org/ontology/producer> ?uri },semantic,SELECT DISTINCT ?uri WHERE { ?film a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Natalie_Portman> ; <http://dbpedia.org/ontology/director> ?uri },['semantic'],"{
  ""id"": ""q184"",
  ""question"": ""Who produced films starring Natalie Portman?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?film a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Natalie_Portman> ; <http://dbpedia.org/ontology/director> ?uri }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?film a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Natalie_Portman> ; <http://dbpedia.org/ontology/producer> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q185,Give me all breeds of the German Shepherd dog.,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/breed> <http://dbpedia.org/resource/German_Shepherd> },semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/species> <http://dbpedia.org/resource/German_Shepherd> },['semantic'],"{
  ""id"": ""q185"",
  ""question"": ""Give me all breeds of the German Shepherd dog."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/species> <http://dbpedia.org/resource/German_Shepherd> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/breed> <http://dbpedia.org/resource/German_Shepherd> }"",
  ""error_types"": [""semantic""]
}"
q186,Who is the heaviest player of the Chicago Bulls?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/weight> ?num { ?uri <http://dbpedia.org/property/team> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/property/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } UNION { ?uri <http://dbpedia.org/ontology/draftTeam> <http://dbpedia.org/resource/Chicago_Bulls> } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,semantic,,['semantic'],
q187,Which languages are spoken in Estonia?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spokenIn> <http://dbpedia.org/resource/Estonia> },semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Estonia> },['semantic'],"{
  ""id"": ""q187"",
  ""question"": ""Which languages are spoken in Estonia?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Estonia> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/spokenIn> <http://dbpedia.org/resource/Estonia> }}"",
  ""error_types"": [""semantic""]
}"
q188,What is the largest country in the world?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Country ; dbo:areaTotal ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:City ; dbo:areaTotal ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,['semantic'],"{
  ""id"": ""q188"",
  ""question"": ""What is the largest country in the world?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:City ; dbo:areaTotal ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:Country ; dbo:areaTotal ?n }} ORDER BY DESC(?n) OFFSET 0 LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q189,What is the largest city in america?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?lcity WHERE { dbr:United_States dbo:largestCity ?lcity },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?lcity WHERE { dbr:United_States dbo:capital ?lcity },['semantic'],"{
  ""id"": ""q189"",
  ""question"": ""What is the largest city in america?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?lcity WHERE { dbr:United_States dbo:capital ?lcity }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?lcity WHERE {{ dbr:United_States dbo:largestCity ?lcity }}"",
  ""error_types"": [""semantic""]
}"
q190,Who was the pope that founded the Vatican Television?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type dbo:Pope . res:Vatican_Television_Center dbo:foundedBy ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type dbo:Cardinal . res:Vatican_Television_Center dbo:foundedBy ?uri },['semantic'],"{
  ""id"": ""q190"",
  ""question"": ""Who was the pope that founded the Vatican Television?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type dbo:Cardinal . res:Vatican_Television_Center dbo:foundedBy ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE {{ ?uri rdf:type dbo:Pope . res:Vatican_Television_Center dbo:foundedBy ?uri }}"",
  ""error_types"": [""semantic""]
}"
q191,Who discovered Ceres?,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> dbo:discoverer ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Ceres_(dwarf_planet)> dbo:designer ?uri }},['semantic'],"{
  ""id"": ""q191"",
  ""question"": ""Who discovered Ceres?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Ceres_(dwarf_planet)> dbo:designer ?uri }}"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Ceres_(dwarf_planet)> dbo:discoverer ?uri }}"",
  ""error_types"": [""semantic""]
}"
q192,Who is the king of the Netherlands?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Royalty },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:President },['semantic'],"{
  ""id"": ""q192"",
  ""question"": ""Who is the king of the Netherlands?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:President }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ res:Netherlands dbo:leader ?uri . ?uri rdf:type dbo:Royalty }}"",
  ""error_types"": [""semantic""]
}"
