id,question,sparql_gold,assigned_error_type,prompt,sparql_wrong,error_types,raw_json,valid_generation,issue
q365,Who created Family Guy?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Family_Guy dbo:creator ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q365"",
  ""question"": ""Who created Family Guy?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Family_Guy dbo:creator ?uri }}""
}

Output format:
{
  ""id"": ""q365"",
  ""question"": ""Who created Family Guy?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Family_Guy dbo:creator ?uri }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Family_Guy dbo:starring ?uri },['semantic'],"{
  ""id"": ""q365"",
  ""question"": ""Who created Family Guy?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Family_Guy dbo:starring ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Family_Guy dbo:creator ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q366,In which city does the Chile Route 68 end?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q366"",
  ""question"": ""In which city does the Chile Route 68 end?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Chile_Route_68 dbo:routeEnd ?uri }}""
}

Output format:
{
  ""id"": ""q366"",
  ""question"": ""In which city does the Chile Route 68 end?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Chile_Route_68 dbo:routeEnd ?uri }}"",
  ""error_types"": [""syntax""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri },['syntax'],"{
  ""id"": ""q366"",
  ""question"": ""In which city does the Chile Route 68 end?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Chile_Route_68 dbo:routeEnd ?uri }"", 
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Chile_Route_68 dbo:routeEnd ?uri }}"",
  ""error_types"": [""syntax""]
}",yes,none
q367,Give me the grandchildren of Elvis Presley.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Elvis_Presley dbo:child ?child . ?child dbo:child ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q367"",
  ""question"": ""Give me the grandchildren of Elvis Presley."",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Elvis_Presley dbo:child ?child . ?child dbo:child ?uri }}""
}

Output format:
{
  ""id"": ""q367"",
  ""question"": ""Give me the grandchildren of Elvis Presley."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Elvis_Presley dbo:child ?child . ?child dbo:child ?uri }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Elvis_Presley dbo:parent ?child . ?child dbo:child ?uri },['semantic'],"{
  ""id"": ""q367"",
  ""question"": ""Give me the grandchildren of Elvis Presley."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Elvis_Presley dbo:parent ?child . ?child dbo:child ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Elvis_Presley dbo:child ?child . ?child dbo:child ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q368,When did the Ming dynasty dissolve?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { res:Ming_dynasty dbo:dissolutionDate ?date },structural,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Structural errors affect the internal structure of triples or the composition of graph patterns.

Examples of structural errors include:
- triple flip (subject/object inversion)
- incorrect joins between triples
- disconnected graph patterns
- missing triple components
- extra triple components
- malformed triple composition

Rules:
- Introduce EXACTLY ONE structural error
- Keep the query syntactically valid
- Do NOT introduce syntax errors
- Do NOT introduce semantic errors
- Keep the query structure close to the original
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q368"",
  ""question"": ""When did the Ming dynasty dissolve?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE {{ res:Ming_dynasty dbo:dissolutionDate ?date }}""
}

Output format:
{
  ""id"": ""q368"",
  ""question"": ""When did the Ming dynasty dissolve?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE {{ res:Ming_dynasty dbo:dissolutionDate ?date }}"",
  ""error_types"": [""structural""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { ?date dbo:dissolutionDate res:Ming_dynasty },['structural'],"{
  ""id"": ""q368"",
  ""question"": ""When did the Ming dynasty dissolve?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE { ?date dbo:dissolutionDate res:Ming_dynasty }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date WHERE {{ res:Ming_dynasty dbo:dissolutionDate ?date }}"",
  ""error_types"": [""structural""]
}",yes,none
q369,In which military conflicts did Lawrence of Arabia participate?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:T._E._Lawrence dbo:battle ?uri },structural,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Structural errors affect the internal structure of triples or the composition of graph patterns.

Examples of structural errors include:
- triple flip (subject/object inversion)
- incorrect joins between triples
- disconnected graph patterns
- missing triple components
- extra triple components
- malformed triple composition

Rules:
- Introduce EXACTLY ONE structural error
- Keep the query syntactically valid
- Do NOT introduce syntax errors
- Do NOT introduce semantic errors
- Keep the query structure close to the original
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q369"",
  ""question"": ""In which military conflicts did Lawrence of Arabia participate?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:T._E._Lawrence dbo:battle ?uri }}""
}

Output format:
{
  ""id"": ""q369"",
  ""question"": ""In which military conflicts did Lawrence of Arabia participate?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:T._E._Lawrence dbo:battle ?uri }}"",
  ""error_types"": [""structural""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { { ?uri dbo:battle res:T._E._Lawrence } },['structural'],"{
  ""id"": ""q369"",
  ""question"": ""In which military conflicts did Lawrence of Arabia participate?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { { ?uri dbo:battle res:T._E._Lawrence } }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:T._E._Lawrence dbo:battle ?uri }}"",
  ""error_types"": [""structural""]
}",yes,none
q370,What is the timezone in San Pedro de Atacama?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:San_Pedro_de_Atacama dbo:timeZone ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q370"",
  ""question"": ""What is the timezone in San Pedro de Atacama?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:San_Pedro_de_Atacama dbo:timeZone ?uri }}""
}

Output format:
{
  ""id"": ""q370"",
  ""question"": ""What is the timezone in San Pedro de Atacama?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:San_Pedro_de_Atacama dbo:timeZone ?uri }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:San_Pedro_de_Atacama dbo:currency ?uri },['semantic'],"{
  ""id"": ""q370"",
  ""question"": ""What is the timezone in San Pedro de Atacama?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:San_Pedro_de_Atacama dbo:currency ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:San_Pedro_de_Atacama dbo:timeZone ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q371,Give me all books by William Goldman with more than 300 pages.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Book ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q371"",
  ""question"": ""Give me all books by William Goldman with more than 300 pages."",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:Book ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) }}""
}

Output format:
{
  ""id"": ""q371"",
  ""question"": ""Give me all books by William Goldman with more than 300 pages."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:Book ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) },['semantic'],"{
  ""id"": ""q371"",
  ""question"": ""Give me all books by William Goldman with more than 300 pages."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type dbo:Film ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type dbo:Book ; dbo:author res:William_Goldman ; dbo:numberOfPages ?x FILTER ( ?x > 300 ) }}"",
  ""error_types"": [""semantic""]
}",yes,none
q372,What did Bruce Carver die from?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Bruce_Carver dbo:deathCause ?uri },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q372"",
  ""question"": ""What did Bruce Carver die from?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Bruce_Carver dbo:deathCause ?uri }}""
}

Output format:
{
  ""id"": ""q372"",
  ""question"": ""What did Bruce Carver die from?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Bruce_Carver dbo:deathCause ?uri }}"",
  ""error_types"": [""syntax""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Bruce_Carver dbo:deathCause ?uri ,['syntax'],"{
  ""id"": ""q372"",
  ""question"": ""What did Bruce Carver die from?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Bruce_Carver dbo:deathCause ?uri "",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Bruce_Carver dbo:deathCause ?uri }}"",
  ""error_types"": [""syntax""]
}",yes,none
q373,Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Lufthansa dbo:subsidiary ?uri . ?uri dbo:targetAirport res:Dortmund_Airport ; dbo:targetAirport res:Berlin_Tegel_Airport },structural,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Structural errors affect the internal structure of triples or the composition of graph patterns.

Examples of structural errors include:
- triple flip (subject/object inversion)
- incorrect joins between triples
- disconnected graph patterns
- missing triple components
- extra triple components
- malformed triple composition

Rules:
- Introduce EXACTLY ONE structural error
- Keep the query syntactically valid
- Do NOT introduce syntax errors
- Do NOT introduce semantic errors
- Keep the query structure close to the original
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q373"",
  ""question"": ""Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Lufthansa dbo:subsidiary ?uri . ?uri dbo:targetAirport res:Dortmund_Airport ; dbo:targetAirport res:Berlin_Tegel_Airport }}""
}

Output format:
{
  ""id"": ""q373"",
  ""question"": ""Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Lufthansa dbo:subsidiary ?uri . ?uri dbo:targetAirport res:Dortmund_Airport ; dbo:targetAirport res:Berlin_Tegel_Airport }}"",
  ""error_types"": [""structural""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Lufthansa dbo:subsidiary ?uri . res:Dortmund_Airport dbo:targetAirport ?uri . res:Berlin_Tegel_Airport dbo:targetAirport ?uri },['structural'],"{
  ""id"": ""q373"",
  ""question"": ""Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Lufthansa dbo:subsidiary ?uri . res:Dortmund_Airport dbo:targetAirport ?uri . res:Berlin_Tegel_Airport dbo:targetAirport ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Lufthansa dbo:subsidiary ?uri . ?uri dbo:targetAirport res:Dortmund_Airport ; dbo:targetAirport res:Berlin_Tegel_Airport }}"",
  ""error_types"": [""structural""]
}",yes,none
q374,Does Abraham Lincoln's death place have a website?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Abraham_Lincoln dbo:deathPlace ?p . ?p dbo:website ?w },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q374"",
  ""question"": ""Does Abraham Lincoln's death place have a website?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Abraham_Lincoln dbo:deathPlace ?p . ?p dbo:website ?w }}""
}

Output format:
{
  ""id"": ""q374"",
  ""question"": ""Does Abraham Lincoln's death place have a website?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Abraham_Lincoln dbo:deathPlace ?p . ?p dbo:website ?w }}"",
  ""error_types"": [""semantic""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Abraham_Lincoln dbo:deathPlace ?p . ?p dbo:birthPlace ?w },['semantic'],"{
  ""id"": ""q374"",
  ""question"": ""Does Abraham Lincoln's death place have a website?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Abraham_Lincoln dbo:deathPlace ?p . ?p dbo:birthPlace ?w }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Abraham_Lincoln dbo:deathPlace ?p . ?p dbo:website ?w }}"",
  ""error_types"": [""semantic""]
}",yes,none
q375,Did Elvis Presley have children?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE { res:Elvis_Presley dbo:child ?uri },structural,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Structural errors affect the internal structure of triples or the composition of graph patterns.

Examples of structural errors include:
- triple flip (subject/object inversion)
- incorrect joins between triples
- disconnected graph patterns
- missing triple components
- extra triple components
- malformed triple composition

Rules:
- Introduce EXACTLY ONE structural error
- Keep the query syntactically valid
- Do NOT introduce syntax errors
- Do NOT introduce semantic errors
- Keep the query structure close to the original
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q375"",
  ""question"": ""Did Elvis Presley have children?"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Elvis_Presley dbo:child ?uri }}""
}

Output format:
{
  ""id"": ""q375"",
  ""question"": ""Did Elvis Presley have children?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Elvis_Presley dbo:child ?uri }}"",
  ""error_types"": [""structural""]
}
",PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ ?uri dbo:child res:Elvis_Presley }},['structural'],"{
  ""id"": ""q375"",
  ""question"": ""Did Elvis Presley have children?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ ?uri dbo:child res:Elvis_Presley }}"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> ASK WHERE {{ res:Elvis_Presley dbo:child ?uri }}"",
  ""error_types"": [""structural""]
}",yes,none
